"id","name","full_name","owner_id","html_url","description","homepage","language","stargazers_count","watchers_count","forks_count","open_issues_count","score","license_key","license_name"
314302673,"TensorFlow-Classification","rajat1911996sharma/TensorFlow-Classification",73736268,"https://github.com/rajat1911996sharma/TensorFlow-Classification","## The Data  ### Breast cancer wisconsin (diagnostic) dataset --------------------------------------------  **Data Set Characteristics:**      :Number of Instances: 569      :Number of Attributes: 30 numeric, predictive attributes and the class      :Attribute Information:         - radius (mean of distances from center to points on the perimeter)         - texture (standard deviation of gray-scale values)         - perimeter         - area         - smoothness (local variation in radius lengths)         - compactness (perimeter^2 / area - 1.0)         - concavity (severity of concave portions of the contour)         - concave points (number of concave portions of the contour)         - symmetry          - fractal dimension (""coastline approximation"" - 1)          The mean, standard error, and ""worst"" or largest (mean of the three         largest values) of these features were computed for each image,         resulting in 30 features.  For instance, field 3 is Mean Radius, field         13 is Radius SE, field 23 is Worst Radius.          - class:                 - WDBC-Malignant                 - WDBC-Benign      :Summary Statistics:      ===================================== ====== ======                                            Min    Max     ===================================== ====== ======     radius (mean):                        6.981  28.11     texture (mean):                       9.71   39.28     perimeter (mean):                     43.79  188.5     area (mean):                          143.5  2501.0     smoothness (mean):                    0.053  0.163     compactness (mean):                   0.019  0.345     concavity (mean):                     0.0    0.427     concave points (mean):                0.0    0.201     symmetry (mean):                      0.106  0.304     fractal dimension (mean):             0.05   0.097     radius (standard error):              0.112  2.873     texture (standard error):             0.36   4.885     perimeter (standard error):           0.757  21.98     area (standard error):                6.802  542.2     smoothness (standard error):          0.002  0.031     compactness (standard error):         0.002  0.135     concavity (standard error):           0.0    0.396     concave points (standard error):      0.0    0.053     symmetry (standard error):            0.008  0.079     fractal dimension (standard error):   0.001  0.03     radius (worst):                       7.93   36.04     texture (worst):                      12.02  49.54     perimeter (worst):                    50.41  251.2     area (worst):                         185.2  4254.0     smoothness (worst):                   0.071  0.223     compactness (worst):                  0.027  1.058     concavity (worst):                    0.0    1.252     concave points (worst):               0.0    0.291     symmetry (worst):                     0.156  0.664     fractal dimension (worst):            0.055  0.208     ===================================== ====== ======      :Missing Attribute Values: None      :Class Distribution: 212 - Malignant, 357 - Benign      :Creator:  Dr. William H. Wolberg, W. Nick Street, Olvi L. Mangasarian      :Donor: Nick Street      :Date: November, 1995  This is a copy of UCI ML Breast Cancer Wisconsin (Diagnostic) datasets. https://goo.gl/U2Uwz2  Features are computed from a digitized image of a fine needle aspirate (FNA) of a breast mass.  They describe characteristics of the cell nuclei present in the image.  Separating plane described above was obtained using Multisurface Method-Tree (MSM-T) [K. P. Bennett, ""Decision Tree Construction Via Linear Programming."" Proceedings of the 4th Midwest Artificial Intelligence and Cognitive Science Society, pp. 97-101, 1992], a classification method which uses linear programming to construct a decision tree.  Relevant features were selected using an exhaustive search in the space of 1-4 features and 1-3 separating planes.  The actual linear program used to obtain the separating plane in the 3-dimensional space is that described in: [K. P. Bennett and O. L. Mangasarian: ""Robust Linear Programming Discrimination of Two Linearly Inseparable Sets"", Optimization Methods and Software 1, 1992, 23-34].  This database is also available through the UW CS ftp server:  ftp ftp.cs.wisc.edu cd math-prog/cpo-dataset/machine-learn/WDBC/  .. topic:: References     - W.N. Street, W.H. Wolberg and O.L. Mangasarian. Nuclear feature extraction       for breast tumor diagnosis. IS&T/SPIE 1993 International Symposium on       Electronic Imaging: Science and Technology, volume 1905, pages 861-870,      San Jose, CA, 1993.    - O.L. Mangasarian, W.N. Street and W.H. Wolberg. Breast cancer diagnosis and       prognosis via linear programming. Operations Research, 43(4), pages 570-577,       July-August 1995.    - W.H. Wolberg, W.N. Street, and O.L. Mangasarian. Machine learning techniques      to diagnose breast cancer from fine-needle aspirates. Cancer Letters 77 (1994)       163-171.",NULL,"Jupyter Notebook",NULL,NULL,NULL,NULL,1,NULL,NULL
654350175,"tepOS","theshteves/tepOS",3631807,"https://github.com/theshteves/tepOS","Studying [""Operating Systems: Three Easy Pieces""](https://pages.cs.wisc.edu/~remzi/OSTEP/)",NULL,"Python",NULL,NULL,NULL,NULL,1,NULL,NULL
625020947,"universe.wisc.edu","WIPACrepo/universe.wisc.edu",6493030,"https://github.com/WIPACrepo/universe.wisc.edu",NULL,NULL,"HTML",NULL,NULL,NULL,NULL,1,"apache-2.0","Apache License 2.0"
364696536,"unix-shell-project","Clemensss/unix-shell-project",32003649,"https://github.com/Clemensss/unix-shell-project","Unix shell project from http://pages.cs.wisc.edu/~dusseau/Classes/CS537-F07/Projects/P1/p1.html",NULL,"C",NULL,NULL,NULL,NULL,1,NULL,NULL
194009048,"UTDS-ML-Project","ferozumair786/UTDS-ML-Project",33241857,"https://github.com/ferozumair786/UTDS-ML-Project","  Updated 1 minute ago    For this project, we will look at data from fallingfruit.org for the Austin area and try and find edible plant species that are resistant to Juglone, the major compound in leaves from the Juglanacae (Walnut) family. Walnut, pecan and hickory trees contain a compound called Juglone that is shed onto other plants in the fall. This kills many plants and allows their own saplings to thrive.  More information on Juglone: https://en.wikipedia.org/wiki/Juglone  Morton Arboretum from Chicago has an extensive list of Juglone tolerant plants: https://hort.extension.wisc.edu/articles/black-walnut-toxicity/  We are hoping to discover some new species that may have been overlooked by studies or have acquired resistance recently.",NULL,"Jupyter Notebook",1,1,NULL,3,1,NULL,NULL
65356553,"uw-homepage","smihir/uw-homepage",4419640,"https://github.com/smihir/uw-homepage","My page @ https://pages.cs.wisc.edu/~smihir",NULL,"HTML",NULL,NULL,NULL,NULL,1,"mit","MIT License"
406495177,"UWCovid2021","kbroman/UWCovid2021",53972,"https://github.com/kbroman/UWCovid2021","plot data on test positivity from covidresponse.wisc.edu/dashboard","https://kbroman.org/UWCovid2021","Python",1,1,1,NULL,1,NULL,NULL
501293178,"UWCovid2022","kbroman/UWCovid2022",53972,"https://github.com/kbroman/UWCovid2022","plot data on test positivity from covidresponse.wisc.edu/dashboard ","https://kbroman.org/UWCovid2022","Python",NULL,NULL,1,NULL,1,NULL,NULL
268920930,"UWMadison_CS540_Su20_P01","hyecheol123/UWMadison_CS540_Su20_P01",45933838,"https://github.com/hyecheol123/UWMadison_CS540_Su20_P01","As I submitted the assignment and no-longer be updated, I archived this repository. If you have any question or comments, please send me an email. (Assignment Webpage: http://pages.cs.wisc.edu/~yw/CS540P1S20E.htm)",NULL,"Java",NULL,NULL,NULL,NULL,1,NULL,NULL
274164483,"UWMadison_CS540_Su20_P02","hyecheol123/UWMadison_CS540_Su20_P02",45933838,"https://github.com/hyecheol123/UWMadison_CS540_Su20_P02","As I submitted the assignment and no-longer be updated, I archived this repository. If you have any question or comments, please send me an email. (Assignment Webpage: http://pages.cs.wisc.edu/~yw/CS540P2S20E.htm)",NULL,"Java",NULL,NULL,NULL,NULL,1,NULL,NULL
280412058,"UWMadison_CS540_Su20_P03","hyecheol123/UWMadison_CS540_Su20_P03",45933838,"https://github.com/hyecheol123/UWMadison_CS540_Su20_P03","As I submitted the assignment and no-longer be updated, I archived this repository. If you have any question or comments, please send me an email.  (Assignment Webpage: http://pages.cs.wisc.edu/~yw/CS540P3S20E.htm)",NULL,"Java",NULL,NULL,NULL,NULL,1,NULL,NULL
288306446,"UWMadison_CS540_Su20_P04","hyecheol123/UWMadison_CS540_Su20_P04",45933838,"https://github.com/hyecheol123/UWMadison_CS540_Su20_P04","As I submitted the assignment and no-longer be updated, I archived this repository. If you have any question or comments, please send me an email. (Assignment Webpage: http://pages.cs.wisc.edu/~yw/CS540P4S20E.htm)",NULL,"RMarkdown",NULL,NULL,NULL,NULL,1,NULL,NULL
288514032,"UWMadison_CS540_Su20_P05","hyecheol123/UWMadison_CS540_Su20_P05",45933838,"https://github.com/hyecheol123/UWMadison_CS540_Su20_P05","As I submitted the assignment and no-longer be updated, I archived this repository. If you have any question or comments, please send me an email. (Assignment Webpage: http://pages.cs.wisc.edu/~yw/CS540P5S20E.htm)",NULL,"Java",NULL,NULL,NULL,NULL,1,NULL,NULL
407267801,"UWVerifierBot","Madison-Esports-Club/UWVerifierBot",91701561,"https://github.com/Madison-Esports-Club/UWVerifierBot","A bot to verify wisc.edu emails on the UW Madison Esports Discord Server",NULL,"Python",4,4,NULL,11,1,NULL,NULL
125580585,"UW_Data","MatthewWolff/UW_Data",18565886,"https://github.com/MatthewWolff/UW_Data","https://registrar.wisc.edu/wp-content/uploads/sites/36/2017/10/report-enrollment-2017fall.pdf",NULL,"R",NULL,NULL,NULL,NULL,1,NULL,NULL
16707632,"Vagrant-WPMU-host.cals","uwmadisoncals/Vagrant-WPMU-host.cals",6545497,"https://github.com/uwmadisoncals/Vagrant-WPMU-host.cals","A Vagrant server setup to start editing sites living on host.cals.wisc.edu",NULL,"PHP",NULL,NULL,NULL,NULL,1,NULL,NULL
615916876,"vsfs","ephraimkunz/vsfs",10914093,"https://github.com/ephraimkunz/vsfs","Very Simple File System simulator as described in https://pages.cs.wisc.edu/~remzi/OSTEP/file-implementation.pdf",NULL,"C",1,1,NULL,NULL,1,NULL,NULL
96856622,"WACM","atruttmann/WACM",16278960,"https://github.com/atruttmann/WACM","UW-Madison Chapter of ACM-W's website (wacm.cs.wisc.edu)",NULL,"HTML",NULL,NULL,NULL,NULL,1,NULL,NULL
675396292,"WahbaGEtalSplinesEtc","iajzenszmi/WahbaGEtalSplinesEtc",5051767,"https://github.com/iajzenszmi/WahbaGEtalSplinesEtc","Based on Wahba et al https://pages.stat.wisc.edu/~wahba/stat860public/lect/lect17/lect17.pdf",NULL,"Python",NULL,NULL,NULL,NULL,1,"gpl-3.0","GNU General Public License v3.0"
38262722,"waveletChromeExtension","ebalczewski/waveletChromeExtension",7423710,"https://github.com/ebalczewski/waveletChromeExtension","Chrome Extension to run wavelet analysis on uploaded adjacency matrices and network data (http://pages.cs.wisc.edu/~wonhwa/project/networkanals.html).",NULL,"HTML",NULL,NULL,NULL,NULL,1,NULL,NULL
96643306,"wca-software-feed","wicoastalatlas/wca-software-feed",16308506,"https://github.com/wicoastalatlas/wca-software-feed","Tool to keep track of software versions in stack. Use rss feed (http://maps.aqua.wisc.edu/updates/feed.xml) or webpage (http://maps.aqua.wisc.edu/updates/).",NULL,"HTML",NULL,NULL,NULL,NULL,1,NULL,NULL
275190522,"WisconsinBreastCancerClassification","pradipbasak/WisconsinBreastCancerClassification",17768683,"https://github.com/pradipbasak/WisconsinBreastCancerClassification","Features are computed from a digitized image of a fine needle aspirate (FNA) of a breast mass. They describe characteristics of the cell nuclei present in the image. n the 3-dimensional space is that described in: [K. P. Bennett and O. L. Mangasarian: ""Robust Linear Programming Discrimination of Two Linearly Inseparable Sets"", Optimization Methods and Software 1, 1992, 23-34].  This database is also available through the UW CS ftp server: ftp ftp.cs.wisc.edu cd math-prog/cpo-dataset/machine-learn/WDBC/  Also can be found on UCI Machine Learning Repository: https://archive.ics.uci.edu/ml/datasets/Breast+Cancer+Wisconsin+%28Diagnostic%29  Attribute Information:  1) ID number 2) Diagnosis (M = malignant, B = benign) 3-32)  Ten real-valued features are computed for each cell nucleus:  a) radius (mean of distances from center to points on the perimeter) b) texture (standard deviation of gray-scale values) c) perimeter d) area e) smoothness (local variation in radius lengths) f) compactness (perimeter^2 / area - 1.0) g) concavity (severity of concave portions of the contour) h) concave points (number of concave portions of the contour) i) symmetry j) fractal dimension (""coastline approximation"" - 1)  The mean, standard error and ""worst"" or largest (mean of the three largest values) of these features were computed for each image, resulting in 30 features. For instance, field 3 is Mean Radius, field 13 is Radius SE, field 23 is Worst Radius.  All feature values are recoded with four significant digits.  Missing attribute values: none  Class distribution: 357 benign, 212 malignant",NULL,"Python",NULL,NULL,NULL,NULL,1,NULL,NULL
11179618,"X-diff","snandan/X-diff",1251520,"https://github.com/snandan/X-diff","Compilable C++ version of X-diff: http://pages.cs.wisc.edu/~yuanwang/xdiff.html",NULL,"C++",NULL,NULL,NULL,NULL,1,NULL,NULL
11179758,"xml-diff","snandan/xml-diff",1251520,"https://github.com/snandan/xml-diff","My Python implementation of X-Diff: http://pages.cs.wisc.edu/~yuanwang/xdiff.html",NULL,"Python",NULL,NULL,3,NULL,1,NULL,NULL
666883421,"Zybo-Z7-20-Wiki","mjkpolo/Zybo-Z7-20-Wiki",70489411,"https://github.com/mjkpolo/Zybo-Z7-20-Wiki","Mirror of https://gitlab.ssec.wisc.edu/nextgenshis/qemu-zc706-petalinux/-/wikis/Wiki",NULL,"Tcl",NULL,NULL,NULL,NULL,1,NULL,NULL
